projectID,lakeID,siteName,dateSample,dateTimeSample,depthClass,depthTop,depthBottom,subsampleClass,subsampleDateTime,runID,runDate,replicate,metadataID,prefix,suffix,runName,comments
34,NA,NA,5/22/19,5/22/19 0:00,NA,NA,NA,air,5/22/19 0:00,run19052201,5/22/19,1,gc180508,1,19052201,1_19052201,
34,NA,NA,5/22/19,5/22/19 0:00,NA,NA,NA,standard029,5/22/19 0:00,run19052201,5/22/19,1,gc180508,2,19052201,2_19052201,
34,NA,NA,5/22/19,5/22/19 0:00,NA,NA,NA,standard030,5/22/19 0:00,run19052201,5/22/19,1,gc180508,3,19052201,3_19052201,
34,NA,NA,5/22/19,5/22/19 0:00,NA,NA,NA,standard031,5/22/19 0:00,run19052201,5/22/19,1,gc180508,4,19052201,4_19052201,
34,NA,NA,5/22/19,5/22/19 0:00,NA,NA,NA,standard032,5/22/19 0:00,run19052201,5/22/19,1,gc180508,5,19052201,5_19052201,
34,NA,NA,5/22/19,5/22/19 0:00,NA,NA,NA,standard033,5/22/19 0:00,run19052201,5/22/19,1,gc180508,6,19052201,6_19052201,
34,NA,NA,5/22/19,5/22/19 0:00,NA,NA,NA,air,5/22/19 0:00,run19052201,5/22/19,2,gc180508,7,19052201,7_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,atm,NA,NA,atm,5/22/19 9:10,run19052201,5/22/19,1,gc180508,8,19052201,8_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,atm,NA,NA,atm,5/22/19 9:10,run19052201,5/22/19,2,gc180508,9,19052201,9_19052201,
34,PA,DeepHole,5/22/19,5/22/19 9:10,atm,NA,NA,atm,5/22/19 9:10,run19052201,5/22/19,1,gc180508,10,19052201,10_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,0,0,pCO2,5/22/19 9:10,run19052201,5/22/19,1,gc180508,11,19052201,11_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,0,0,pCO2,5/22/19 9:10,run19052201,5/22/19,2,gc180508,12,19052201,12_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,3.5,3.5,pCO2,5/22/19 9:10,run19052201,5/22/19,1,gc180508,13,19052201,13_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,3.5,3.5,pCO2,5/22/19 9:10,run19052201,5/22/19,2,gc180508,14,19052201,14_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,6,6,pCO2,5/22/19 9:10,run19052201,5/22/19,1,gc180508,15,19052201,15_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,6,6,pCO2,5/22/19 9:10,run19052201,5/22/19,2,gc180508,16,19052201,16_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,9,9,pCO2,5/22/19 9:10,run19052201,5/22/19,1,gc180508,17,19052201,17_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,9,9,pCO2,5/22/19 9:10,run19052201,5/22/19,2,gc180508,18,19052201,18_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,11,11,pCO2,5/22/19 9:10,run19052201,5/22/19,1,gc180508,19,19052201,19_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,11,11,pCO2,5/22/19 9:10,run19052201,5/22/19,2,gc180508,20,19052201,20_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,13,13,pCO2,5/22/19 9:10,run19052201,5/22/19,1,gc180508,21,19052201,21_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,13,13,pCO2,5/22/19 9:10,run19052201,5/22/19,2,gc180508,22,19052201,22_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,15,15,pCO2,5/22/19 9:10,run19052201,5/22/19,1,gc180508,23,19052201,23_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,15,15,pCO2,5/22/19 9:10,run19052201,5/22/19,2,gc180508,24,19052201,24_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,16,16,pCO2,5/22/19 9:10,run19052201,5/22/19,1,gc180508,25,19052201,25_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,16,16,pCO2,5/22/19 9:10,run19052201,5/22/19,2,gc180508,26,19052201,26_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,3.5,3.5,DIC,5/22/19 9:10,run19052201,5/22/19,1,gc180508,27,19052201,27_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,3.5,3.5,DIC,5/22/19 9:10,run19052201,5/22/19,2,gc180508,28,19052201,28_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,13,13,DIC,5/22/19 9:10,run19052201,5/22/19,1,gc180508,29,19052201,29_19052201,
34,PE,DeepHole,5/22/19,5/22/19 9:10,point,13,13,DIC,5/22/19 9:10,run19052201,5/22/19,2,gc180508,30,19052201,30_19052201,
34,PA,DeepHole,5/22/19,5/22/19 10:50,point,0,0,pCO2,5/22/19 10:50,run19052201,5/22/19,1,gc180508,31,19052201,31_19052201,
34,PA,DeepHole,5/22/19,5/22/19 10:50,point,0,0,pCO2,5/22/19 10:50,run19052201,5/22/19,2,gc180508,32,19052201,32_19052201,
34,PA,DeepHole,5/22/19,5/22/19 10:50,point,2.5,2.5,pCO2,5/22/19 10:50,run19052201,5/22/19,1,gc180508,33,19052201,33_19052201,
34,PA,DeepHole,5/22/19,5/22/19 10:50,point,2.5,2.5,pCO2,5/22/19 10:50,run19052201,5/22/19,2,gc180508,34,19052201,34_19052201,
34,PA,DeepHole,5/22/19,5/22/19 10:50,point,4.5,4.5,pCO2,5/22/19 10:50,run19052201,5/22/19,1,gc180508,35,19052201,35_19052201,
34,PA,DeepHole,5/22/19,5/22/19 10:50,point,4.5,4.5,pCO2,5/22/19 10:50,run19052201,5/22/19,2,gc180508,36,19052201,36_19052201,
34,PA,DeepHole,5/22/19,5/22/19 10:50,point,6.5,6.5,pCO2,5/22/19 10:50,run19052201,5/22/19,1,gc180508,37,19052201,37_19052201,
34,PA,DeepHole,5/22/19,5/22/19 10:50,point,6.5,6.5,pCO2,5/22/19 10:50,run19052201,5/22/19,2,gc180508,38,19052201,38_19052201,
34,PA,DeepHole,5/22/19,5/22/19 10:50,point,8,8,pCO2,5/22/19 10:50,run19052201,5/22/19,1,gc180508,39,19052201,39_19052201,
34,PA,DeepHole,5/22/19,5/22/19 10:50,point,8,8,pCO2,5/22/19 10:50,run19052201,5/22/19,2,gc180508,40,19052201,40_19052201,
