projectID,lakeID,siteName,dateSample,dateTimeSample,depthClass,depthTop,depthBottom,subsampleClass,subsampleDateTime,runID,runDate,replicate,metadataID,prefix,suffix,runName,comments
34,NA,NA,5/27/19,5/27/19 0:00,NA,NA,NA,air,5/27/19 0:00,run19052701,5/27/19,1,gc180508,1,19052701,1_19052701,
34,NA,NA,5/27/19,5/27/19 0:00,NA,NA,NA,standard034,5/27/19 0:00,run19052701,5/27/19,1,gc180508,2,19052701,2_19052701,
34,NA,NA,5/27/19,5/27/19 0:00,NA,NA,NA,standard035,5/27/19 0:00,run19052701,5/27/19,1,gc180508,3,19052701,3_19052701,
34,NA,NA,5/27/19,5/27/19 0:00,NA,NA,NA,standard036,5/27/19 0:00,run19052701,5/27/19,1,gc180508,4,19052701,4_19052701,
34,NA,NA,5/27/19,5/27/19 0:00,NA,NA,NA,standard037,5/27/19 0:00,run19052701,5/27/19,1,gc180508,5,19052701,5_19052701,
34,NA,NA,5/27/19,5/27/19 0:00,NA,NA,NA,standard038,5/27/19 0:00,run19052701,5/27/19,1,gc180508,6,19052701,6_19052701,
34,NA,NA,5/27/19,5/27/19 0:00,NA,NA,NA,air,5/27/19 0:00,run19052701,5/27/19,2,gc180508,7,19052701,7_19052701,
33,PE,DeepHole,5/23/19,5/23/19 14:00,lab,control,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,8,19052701,8_19052701,
33,PE,DeepHole,5/23/19,5/23/19 14:00,lab,control,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,2,gc180508,9,19052701,9_19052701,
33,PE,DeepHole,5/23/19,5/23/19 14:00,lab,control,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,10,19052701,10_19052701,
33,PE,DeepHole,5/23/19,5/23/19 14:00,lab,algal,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,2,gc180508,11,19052701,11_19052701,
33,PE,DeepHole,5/23/19,5/23/19 14:00,lab,algal,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,12,19052701,12_19052701,
33,PE,DeepHole,5/23/19,5/23/19 14:00,lab,algal,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,2,gc180508,13,19052701,13_19052701,
33,PE,DeepHole,5/23/19,5/23/19 14:00,lab,BES,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,14,19052701,14_19052701,
33,PE,DeepHole,5/23/19,5/23/19 14:00,lab,BES,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,2,gc180508,15,19052701,15_19052701,
33,PE,DeepHole,5/23/19,5/23/19 14:00,lab,BES,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,16,19052701,16_19052701,
33,PE,DeepHole,5/23/19,5/23/19 14:00,lab,algalBES,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,2,gc180508,17,19052701,17_19052701,
33,PE,DeepHole,5/23/19,5/23/19 14:00,lab,algalBES,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,18,19052701,18_19052701,
33,PE,DeepHole,5/23/19,5/23/19 14:00,lab,algalBES,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,19,19052701,19_19052701,
33,PA,DeepHole,5/23/19,5/23/19 14:00,lab,control,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,20,19052701,20_19052701,
33,PA,DeepHole,5/23/19,5/23/19 14:00,lab,control,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,2,gc180508,21,19052701,21_19052701,
33,PA,DeepHole,5/23/19,5/23/19 14:00,lab,control,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,22,19052701,22_19052701,
33,PA,DeepHole,5/23/19,5/23/19 14:00,lab,algal,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,2,gc180508,23,19052701,23_19052701,
33,PA,DeepHole,5/23/19,5/23/19 14:00,lab,algal,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,24,19052701,24_19052701,
33,PA,DeepHole,5/23/19,5/23/19 14:00,lab,algal,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,2,gc180508,25,19052701,25_19052701,
33,PA,DeepHole,5/23/19,5/23/19 14:00,lab,BES,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,26,19052701,26_19052701,
33,PA,DeepHole,5/23/19,5/23/19 14:00,lab,BES,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,2,gc180508,27,19052701,27_19052701,
33,PA,DeepHole,5/23/19,5/23/19 14:00,lab,BES,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,28,19052701,28_19052701,
33,PA,DeepHole,5/23/19,5/23/19 14:00,lab,algalBES,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,2,gc180508,29,19052701,29_19052701,
33,PA,DeepHole,5/23/19,5/23/19 14:00,lab,algalBES,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,30,19052701,30_19052701,
33,PA,DeepHole,5/23/19,5/23/19 14:00,lab,algalBES,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,31,19052701,31_19052701,
34,PA,DeepHole,5/22/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,32,19052701,32_19052701,
34,PA,DeepHole,5/22/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,2,gc180508,33,19052701,33_19052701,
34,PA,DeepHole,5/22/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,3,gc180508,34,19052701,34_19052701,
34,PA,Littoral1,5/22/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,35,19052701,35_19052701,
34,PA,Littoral2,5/22/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,2,gc180508,36,19052701,36_19052701,
34,PA,Littoral3,5/22/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,3,gc180508,37,19052701,37_19052701,
34,PE,DeepHole,5/22/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,38,19052701,38_19052701,
34,PE,DeepHole,5/22/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,2,gc180508,39,19052701,39_19052701,
34,PE,DeepHole,5/22/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,3,gc180508,40,19052701,40_19052701,
34,PE,Littoral1,5/22/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,41,19052701,41_19052701,
34,PE,Littoral2,5/22/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,2,gc180508,42,19052701,42_19052701,
34,PE,Littoral3,5/22/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,3,gc180508,43,19052701,43_19052701,
34,PA,DeepHole,5/15/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,44,19052701,44_19052701,
34,PA,DeepHole,5/15/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,2,gc180508,45,19052701,45_19052701,
34,PA,DeepHole,5/15/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,3,gc180508,46,19052701,46_19052701,
34,PA,Littoral1,5/15/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,47,19052701,47_19052701,
34,PA,Littoral3,5/15/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,3,gc180508,48,19052701,48_19052701,
34,PE,DeepHole,5/15/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,49,19052701,49_19052701,
34,PE,DeepHole,5/15/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,2,gc180508,50,19052701,50_19052701,
34,PE,DeepHole,5/15/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,3,gc180508,51,19052701,51_19052701,
34,PE,Littoral1,5/15/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,1,gc180508,52,19052701,52_19052701,
34,PE,Littoral2,5/15/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,2,gc180508,53,19052701,53_19052701,
34,PE,Littoral3,5/15/19,,methSlurry,NA,NA,methSlurry,5/27/19 9:00,run19052701,5/27/19,3,gc180508,54,19052701,54_19052701,
