projectID,lakeID,siteName,dateSample,dateTimeSample,depthClass,depthTop,depthBottom,subsampleClass,subsampleDateTime,runID,runDate,replicate,metadataID,prefix,suffix,runName,comments
33,NA,NA,6/11/19,6/11/19 0:00,NA,NA,NA,air,6/11/19 0:00,run19061101,6/11/19,1,gc180508,1,19061101,1_19061101,
33,NA,NA,6/11/19,6/11/19 0:00,NA,NA,NA,standard034,6/11/19 0:00,run19061101,6/11/19,1,gc180508,2,19061101,2_19061101,
33,NA,NA,6/11/19,6/11/19 0:00,NA,NA,NA,standard035,6/11/19 0:00,run19061101,6/11/19,1,gc180508,3,19061101,3_19061101,
33,NA,NA,6/11/19,6/11/19 0:00,NA,NA,NA,standard036,6/11/19 0:00,run19061101,6/11/19,1,gc180508,4,19061101,4_19061101,
33,NA,NA,6/11/19,6/11/19 0:00,NA,NA,NA,standard037,6/11/19 0:00,run19061101,6/11/19,1,gc180508,5,19061101,5_19061101,
33,NA,NA,6/11/19,6/11/19 0:00,NA,NA,NA,standard038,6/11/19 0:00,run19061101,6/11/19,1,gc180508,6,19061101,6_19061101,
33,NA,NA,6/11/19,6/11/19 0:00,NA,NA,NA,air,6/11/19 0:00,run19061101,6/11/19,2,gc180508,7,19061101,7_19061101,
33,CB,DeepHole,5/31/19,5/31/19 10:45,lab,control,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,1,gc180508,8,19061101,8_19061101,
33,CB,DeepHole,5/31/19,5/31/19 10:45,lab,control,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,2,gc180508,9,19061101,9_19061101,
33,CB,DeepHole,5/31/19,5/31/19 10:45,lab,control,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,3,gc180508,10,19061101,10_19061101,
33,CB,DeepHole,5/31/19,5/31/19 10:45,lab,algal,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,1,gc180508,11,19061101,11_19061101,
33,CB,DeepHole,5/31/19,5/31/19 10:45,lab,algal,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,2,gc180508,12,19061101,12_19061101,
33,CB,DeepHole,5/31/19,5/31/19 10:45,lab,algal,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,3,gc180508,13,19061101,13_19061101,
33,CB,DeepHole,5/31/19,5/31/19 10:45,lab,BES,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,1,gc180508,14,19061101,14_19061101,
33,CB,DeepHole,5/31/19,5/31/19 10:45,lab,BES,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,2,gc180508,15,19061101,15_19061101,
33,CB,DeepHole,5/31/19,5/31/19 10:45,lab,BES,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,3,gc180508,16,19061101,16_19061101,
33,CB,DeepHole,5/31/19,5/31/19 10:45,lab,algalBES,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,1,gc180508,17,19061101,17_19061101,
33,CB,DeepHole,5/31/19,5/31/19 10:45,lab,algalBES,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,2,gc180508,18,19061101,18_19061101,
33,CB,DeepHole,5/31/19,5/31/19 10:45,lab,algalBES,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,3,gc180508,19,19061101,19_19061101,
33,HB,DeepHole,5/31/19,5/31/19 11:50,lab,control,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,1,gc180508,20,19061101,20_19061101,
33,HB,DeepHole,5/31/19,5/31/19 11:50,lab,control,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,2,gc180508,21,19061101,21_19061101,
33,HB,DeepHole,5/31/19,5/31/19 11:50,lab,control,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,3,gc180508,22,19061101,22_19061101,
33,HB,DeepHole,5/31/19,5/31/19 11:50,lab,algal,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,1,gc180508,23,19061101,23_19061101,
33,HB,DeepHole,5/31/19,5/31/19 11:50,lab,algal,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,2,gc180508,24,19061101,24_19061101,
33,HB,DeepHole,5/31/19,5/31/19 11:50,lab,algal,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,3,gc180508,25,19061101,25_19061101,
33,HB,DeepHole,5/31/19,5/31/19 11:50,lab,BES,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,1,gc180508,26,19061101,26_19061101,
33,HB,DeepHole,5/31/19,5/31/19 11:50,lab,BES,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,2,gc180508,27,19061101,27_19061101,
33,HB,DeepHole,5/31/19,5/31/19 11:50,lab,BES,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,3,gc180508,28,19061101,28_19061101,
33,HB,DeepHole,5/31/19,5/31/19 11:50,lab,algalBES,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,1,gc180508,29,19061101,29_19061101,
33,HB,DeepHole,5/31/19,5/31/19 11:50,lab,algalBES,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,2,gc180508,30,19061101,30_19061101,
33,HB,DeepHole,5/31/19,5/31/19 11:50,lab,algalBES,NA,methSlurry,6/11/19 9:30,run19061101,6/11/19,3,gc180508,31,19061101,31_19061101,
34,PE,DeepHole,6/11/19,6/11/19 8:45,atm,NA,NA,atm,6/11/19 8:45,run19061101,6/11/19,1,gc180508,32,19061101,32_19061101,
34,PA,DeepHole,6/11/19,6/11/19 8:45,atm,NA,NA,atm,6/11/19 8:45,run19061101,6/11/19,1,gc180508,33,19061101,33_19061101,
33,NA,NA,6/11/19,6/11/19 0:00,NA,NA,NA,air,6/11/19 0:00,run19061101,6/11/19,3,gc180508,34,19061101,34_19061101,
33,NA,NA,6/11/19,6/11/19 0:00,NA,NA,NA,standard034,6/11/19 0:00,run19061101,6/11/19,2,gc180508,35,19061101,35_19061101,
33,NA,NA,6/11/19,6/11/19 0:00,NA,NA,NA,standard035,6/11/19 0:00,run19061101,6/11/19,2,gc180508,36,19061101,36_19061101,
33,NA,NA,6/11/19,6/11/19 0:00,NA,NA,NA,standard036,6/11/19 0:00,run19061101,6/11/19,2,gc180508,37,19061101,37_19061101,
33,NA,NA,6/11/19,6/11/19 0:00,NA,NA,NA,standard037,6/11/19 0:00,run19061101,6/11/19,2,gc180508,38,19061101,38_19061101,
33,NA,NA,6/11/19,6/11/19 0:00,NA,NA,NA,standard038,6/11/19 0:00,run19061101,6/11/19,2,gc180508,39,19061101,39_19061101,
33,NA,NA,6/11/19,6/11/19 0:00,NA,NA,NA,air,6/11/19 0:00,run19061101,6/11/19,4,gc180508,40,19061101,40_19061101,
