"runName","projectID","lakeID","siteName","dateSample","dateTimeSample","depthClass","depthTop","depthBottom","subsampleClass","subsampleDateTime","runID","runDate","replicate","metadataID","prefix","suffix","comments","FID_RT","TCD_RT","CH4area","CO2area","CH4ppm","CO2ppm","CH4original_umolL","CO2original_umolL"
"1_19060501",34,NA,NA,"2019-06-05","2019-06-05 00:00",NA,NA,NA,"air","2019-06-05 00:00","run19060501","2019-06-05",1,"gc180508",1,19060501,NA,1.457,2.194,1.68176,3.53476,29.354200893691,846.433594438613,1.21139092939142,34.930672524473
"2_19060501",34,NA,NA,"2019-06-05","2019-06-05 00:00",NA,NA,NA,"standard034","2019-06-05 00:00","run19060501","2019-06-05",1,"gc180508",2,19060501,NA,1.456,2.196,1.67982,1.35014,29.320339254852,323.304510969726,0,0
"3_19060501",34,NA,NA,"2019-06-05","2019-06-05 00:00",NA,NA,NA,"standard035","2019-06-05 00:00","run19060501","2019-06-05",1,"gc180508",3,19060501,NA,1.454,2.193,2.15185,5.43305,37.5593647090482,1300.99809895572,0,0
"4_19060501",34,NA,NA,"2019-06-05","2019-06-05 00:00",NA,NA,NA,"standard036","2019-06-05 00:00","run19060501","2019-06-05",1,"gc180508",4,19060501,NA,1.451,2.193,26.36881,18.3216,460.253155068242,4387.29015374919,0,0
"5_19060501",34,NA,NA,"2019-06-05","2019-06-05 00:00",NA,NA,NA,"standard037","2019-06-05 00:00","run19060501","2019-06-05",1,"gc180508",5,19060501,NA,1.45,2.191,193.05731,38.96901,3369.70974558532,9331.5187469628,0,0
"6_19060501",34,NA,NA,"2019-06-05","2019-06-05 00:00",NA,NA,NA,"standard038","2019-06-05 00:00","run19060501","2019-06-05",1,"gc180508",6,19060501,NA,1.449,2.19,2204.26636,50.43158,45126.2771201791,12076.345645141,0,0
"7_19060501",34,NA,NA,"2019-06-05","2019-06-05 00:00",NA,NA,NA,"air","2019-06-05 00:00","run19060501","2019-06-05",2,"gc180508",7,19060501,NA,1.458,2.195,0.999479,2.46194,17.4453592397401,589.536127910296,0.719936135190044,24.329012412413
"8_19060501",34,"PE","DeepHole","2019-06-05","2019-06-05 08:30","atm",NA,NA,"atm","2019-06-05 08:30","run19060501","2019-06-05",1,"gc180508",8,19060501,NA,1.456,2.193,1.17644,2.91913,20.5341166987999,699.014840762481,0.847403163931383,28.8469865242237
"9_19060501",34,"PE","DeepHole","2019-06-05","2019-06-05 08:30","atm",NA,NA,"atm","2019-06-05 08:30","run19060501","2019-06-05",1,"gc180508",9,19060501,NA,1.455,2.194,0.883713,1.96093,15.4247270326125,469.564278294003,0.636548563638855,19.3780069010102
"10_19060501",34,"PE","DeepHole","2019-06-05","2019-06-05 08:30","point",0,0,"pCO2","2019-06-05 08:30","run19060501","2019-06-05",1,"gc180508",10,19060501,NA,1.452,2.193,2.06459,2.6605,36.0362891394167,637.083303535156,0.545310191750438,30.3801494192717
