"runName","projectID","lakeID","siteName","dateSample","dateTimeSample","depthClass","depthTop","depthBottom","subsampleClass","subsampleDateTime","runID","runDate","replicate","metadataID","prefix","suffix","comments","FID_RT","TCD_RT","CH4area","CO2area","CH4ppm","CO2ppm","CH4original_umolL","CO2original_umolL"
"1_19052001",15,NA,NA,"5/20/19","5/20/19 0:00",NA,NA,NA,"air","5/20/19 0:00","run19052001","5/20/19",1,"gc180508",1,19052001,NA,1.46,2.194,0.81503,2.17835,17.455305392177,662.042370980331,0.720346593607497,27.3212044157786
"2_19052001",15,NA,NA,"5/20/19","5/20/19 0:00",NA,NA,NA,"standard034","5/20/19 0:00","run19052001","5/20/19",1,"gc180508",2,19052001,NA,1.454,2.196,4.44077,1.84055,95.1069243174092,559.378468064291,0,0
"3_19052001",15,NA,NA,"5/20/19","5/20/19 0:00",NA,NA,NA,"standard035","5/20/19 0:00","run19052001","5/20/19",1,"gc180508",3,19052001,NA,1.456,2.194,1.54228,3.51142,33.0306472157427,1067.18792770113,0,0
"4_19052001",15,NA,NA,"5/20/19","5/20/19 0:00",NA,NA,NA,"standard036","5/20/19 0:00","run19052001","5/20/19",1,"gc180508",4,19052001,NA,1.453,2.192,21.88457,14.95703,468.696677087317,4545.7284660518,0,0
"5_19052001",15,NA,NA,"5/20/19","5/20/19 0:00",NA,NA,NA,"standard037","5/20/19 0:00","run19052001","5/20/19",1,"gc180508",5,19052001,NA,1.452,2.191,137.62367,26.71006,2947.45369991558,8117.69984227828,0,0
"6_19052001",15,NA,NA,"5/20/19","5/20/19 0:00",NA,NA,NA,"standard038","5/20/19 0:00","run19052001","5/20/19",1,"gc180508",6,19052001,NA,1.451,2.188,2810.93726,62.91697,51163.1227761639,17565.6343743183,0,0
"7_19052001",15,NA,NA,"5/20/19","5/20/19 0:00",NA,NA,NA,"air","5/20/19 0:00","run19052001","5/20/19",2,"gc180508",7,19052001,NA,1.459,2.192,1.04369,1.55107,22.352462712736,471.399940485442,0.922442776685776,19.4537611188201
"8_19052001",15,"CR","DeepHole","5/20/19","5/20/19 9:40","atm",NA,NA,"atm","5/20/19 9:40","run19052001","5/20/19",1,"gc180508",8,19052001,NA,1.459,2.193,1.24196,1.5432,26.5987645667867,469.0080964477,1.0976794171954,19.3550543550989
"9_19052001",15,"CR","DeepHole","5/20/19","5/20/19 9:40","atm",NA,NA,"atm","5/20/19 9:40","run19052001","5/20/19",2,"gc180508",9,19052001,NA,1.458,2.191,0.94696,1.66946,20.2808191038072,507.380933576709,0.836950063534539,20.9386269075061
"10_19052001",15,"CR","DeepHole","5/20/19","5/20/19 9:40","point",0.25,0.25,"pCO2","5/20/19 9:40","run19052001","5/20/19",1,"gc180508",10,19052001,NA,1.458,2.192,1.29622,2.15813,27.7608381966894,655.897124926565,0.42008398649547,31.277311064926
"11_19052001",15,"CR","DeepHole","5/20/19","5/20/19 9:40","point",0.25,0.25,"pCO2","5/20/19 9:40","run19052001","5/20/19",2,"gc180508",11,19052001,NA,1.458,2.193,1.07852,2.16587,23.0984086126533,658.249459469401,0.349530929252051,31.3894852099694
"12_19052001",15,"CR","DeepHole","5/20/19","5/20/19 9:40","point",0.25,0.25,"DIC","5/20/19 9:40","run19052001","5/20/19",1,"gc180508",12,19052001,NA,1.456,2.192,0.696921,2.29103,14.9257927796786,696.287985487671,0.636499860649152,52.3597050027496
