"runName","projectID","lakeID","siteName","dateSample","dateTimeSample","depthClass","depthTop","depthBottom","subsampleClass","subsampleDateTime","runID","runDate","replicate","metadataID","prefix","suffix","comments","FID_RT","TCD_RT","CH4area","CO2area","CH4ppm","CO2ppm","CH4original_umolL","CO2original_umolL"
"1_19052801",3,NA,NA,"5/28/19",NA,NA,NA,NA,"air",NA,"run19052801","5/28/19",1,"gc180508",1,19052801,NA,1.46,2.197,1.01345,2.26598,18.6089486560678,564.603977345868,0.767955213262722,23.3001109221851
"2_19052801",3,NA,NA,"5/28/19",NA,NA,NA,NA,"standard034",NA,"run19052801","5/28/19",1,"gc180508",2,19052801,NA,1.454,2.195,3.71595,1.55023,68.2321996729145,386.263790413369,0,0
"3_19052801",3,NA,NA,"5/28/19",NA,NA,NA,NA,"standard035",NA,"run19052801","5/28/19",1,"gc180508",3,19052801,NA,1.457,2.195,1.69804,3.61385,31.1793765612013,900.446642746788,0,0
"4_19052801",3,NA,NA,"5/28/19",NA,NA,NA,NA,"standard036",NA,"run19052801","5/28/19",1,"gc180508",4,19052801,NA,1.453,2.194,27.72864,18.46416,509.152733793072,4600.63115047374,0,0
"5_19052801",3,NA,NA,"5/28/19",NA,NA,NA,NA,"standard037",NA,"run19052801","5/28/19",1,"gc180508",5,19052801,NA,1.452,2.192,142.78493,27.89377,2621.81403249321,6950.16438149095,0,0
"6_19052801",3,NA,NA,"5/28/19",NA,NA,NA,NA,"standard038",NA,"run19052801","5/28/19",1,"gc180508",6,19052801,NA,1.451,2.191,2117.19214,46.94587,35761.1198421283,11697.2898798586,0,0
"7_19052801",3,NA,NA,"5/28/19",NA,NA,NA,NA,"air",NA,"run19052801","5/28/19",2,"gc180508",7,19052801,NA,1.461,2.194,1.4125,1.5813,25.9362967849384,394.005361643537,1.07034065689831,16.2598369805785
"8_19052801",3,"WL","DeepHole","5/28/19",NA,"atm",NA,NA,"atm",NA,"run19052801","5/28/19",1,"gc180508",8,19052801,NA,1.46,2.195,1.28655,1.76339,23.623605400823,439.375902528677,0.974900369651345,18.1321911928049
"9_19052801",3,"WL","DeepHole","5/28/19",NA,"atm",NA,NA,"atm",NA,"run19052801","5/28/19",2,"gc180508",9,19052801,NA,1.458,2.195,1.84294,2.54928,33.8400274667854,635.192555701407,1.3965122904242,26.2131646226833
"10_19052801",3,"WL","DeepHole","5/28/19",NA,"point",0.25,0.25,"pCO2",NA,"run19052801","5/28/19",1,"gc180508",10,19052801,NA,1.456,2.192,2.71977,2.10227,49.9403624118739,523.813097845038,0.755710125910766,24.9787117194881
"11_19052801",3,"WL","DeepHole","5/28/19",NA,"point",0.25,0.25,"pCO2",NA,"run19052801","5/28/19",2,"gc180508",11,19052801,NA,1.457,2.194,2.15584,2.55466,39.585491016525,636.533065943387,0.599017607313657,30.3539106210466
"12_19052801",3,"WL","DeepHole","5/28/19",NA,"point",0.25,0.25,"pCO2",NA,"run19052801","5/28/19",3,"gc180508",12,19052801,NA,1.458,2.194,1.93164,1.95279,35.4687350949794,486.567843017696,0.536721821188656,23.2026230972707
"13_19052801",3,"WL","DeepHole","5/28/19",NA,"point",0.25,0.25,"DIC",NA,"run19052801","5/28/19",1,"gc180508",13,19052801,NA,1.459,2.195,1.62105,3.7862,29.7656877190969,943.390311929905,1.26933666874473,70.9413912987537
