"runName","projectID","lakeID","siteName","dateSample","dateTimeSample","depthClass","depthTop","depthBottom","subsampleClass","subsampleDateTime","runID","runDate","replicate","metadataID","prefix","suffix","comments","FID_RT","TCD_RT","CH4area","CO2area","CH4ppm","CO2ppm","CH4original_umolL","CO2original_umolL"
"1_19060601",15,NA,NA,"6/6/19","6/6/19 0:00",NA,NA,NA,"air","6/6/19 0:00","run19060601","6/6/19",1,"gc180508",1,19060601,NA,1.46,2.197,1.11414,4.38855,20.6566975840322,855.984215127102,0.85246183928163,35.3248081139239
"2_19060601",15,NA,NA,"6/6/19","6/6/19 0:00",NA,NA,NA,"standard034","6/6/19 0:00","run19060601","6/6/19",1,"gc180508",2,19060601,NA,1.453,NA,2.96465,NA,54.9660531822761,0,0,0
"3_19060601",15,NA,NA,"6/6/19","6/6/19 0:00",NA,NA,NA,"standard035","6/6/19 0:00","run19060601","6/6/19",1,"gc180508",3,19060601,NA,1.456,2.194,1.50589,25.27129,27.9199331545571,4929.15093502396,0,0
"4_19060601",15,NA,NA,"6/6/19","6/6/19 0:00",NA,NA,NA,"standard036","6/6/19 0:00","run19060601","6/6/19",1,"gc180508",4,19060601,NA,1.452,2.195,32.62257,32.31567,604.838317360405,6303.15330149057,0,0
"5_19060601",15,NA,NA,"6/6/19","6/6/19 0:00",NA,NA,NA,"standard037","6/6/19 0:00","run19060601","6/6/19",1,"gc180508",5,19060601,NA,1.451,2.194,137.85898,28.75845,2555.97255201603,5609.31953641226,0,0
"6_19060601",15,NA,NA,"6/6/19","6/6/19 0:00",NA,NA,NA,"standard038","6/6/19 0:00","run19060601","6/6/19",1,"gc180508",6,19060601,NA,1.45,2.192,2257.84985,51.30445,44030.9641166044,10006.90418607,0,0
"7_19060601",15,NA,NA,"6/6/19","6/6/19 0:00",NA,NA,NA,"air","6/6/19 0:00","run19060601","6/6/19",2,"gc180508",7,19060601,NA,1.456,2.197,0.790513,3.51369,14.6564955725906,685.343263002574,0.604845141504694,28.2827870302977
"8_19060601",34,"PE","DeepHole","6/5/19","6/5/19 11:00","methSlurry",NA,NA,"methSlurry","6/6/19 12:00","run19060601","6/6/19",1,"gc180508",8,19060601,NA,1.45,2.193,197.14192,20.58408,3655.10709836777,4014.91325447209,150.839179746452,165.687681854293
"9_19060601",34,"PE","DeepHole","6/5/19","6/5/19 11:00","methSlurry",NA,NA,"methSlurry","6/6/19 12:00","run19060601","6/6/19",2,"gc180508",9,19060601,NA,1.45,2.192,152.74623,17.66359,2831.98940906082,3445.27331863074,116.870709398401,142.179746693788
"10_19060601",34,"PE","DeepHole","6/5/19","6/5/19 11:00","methSlurry",NA,NA,"methSlurry","6/6/19 12:00","run19060601","6/6/19",3,"gc180508",10,19060601,NA,1.45,2.191,144.92928,16.90208,2687.05935343092,3296.74122040662,110.889727138925,136.050115123718
"11_19060601",34,"PA","DeepHole","6/5/19","6/5/19 11:00","methSlurry",NA,NA,"methSlurry","6/6/19 12:00","run19060601","6/6/19",1,"gc180508",11,19060601,NA,1.45,2.191,85.26564,11.12104,1580.86644388404,2169.15261209217,65.2392915629323,89.5167205631181
"12_19060601",34,"PA","DeepHole","6/5/19","6/5/19 11:00","methSlurry",NA,NA,"methSlurry","6/6/19 12:00","run19060601","6/6/19",2,"gc180508",12,19060601,NA,1.45,2.192,86.60371,9.6619,1605.67491260095,1884.54817380149,66.2630889432324,77.7716474726096
"13_19060601",34,"PA","DeepHole","6/5/19","6/5/19 11:00","methSlurry",NA,NA,"methSlurry","6/6/19 12:00","run19060601","6/6/19",3,"gc180508",13,19060601,NA,1.45,2.192,92.82495,10.76714,1721.0197285825,2100.12461566204,71.0231457520827,86.668069051453
"14_19060601",33,"HB","DeepHole","5/31/19","5/31/19 11:50","lab","control",NA,"methSlurry","6/6/19 12:00","run19060601","6/6/19",1,"gc180508",14,19060601,NA,1.449,2.191,258.59708,24.48601,4794.51566021665,4775.98251163696,197.860360860986,197.095533769838
"15_19060601",33,"HB","DeepHole","5/31/19","5/31/19 11:50","lab","control",NA,"methSlurry","6/6/19 12:00","run19060601","6/6/19",2,"gc180508",15,19060601,NA,1.45,2.191,243.77711,24.519,4519.74620710086,4782.41719262659,186.52115853067,197.361080572239
"16_19060601",33,"HB","DeepHole","5/31/19","5/31/19 11:50","lab","control",NA,"methSlurry","6/6/19 12:00","run19060601","6/6/19",3,"gc180508",16,19060601,NA,1.449,2.191,238.51495,24.91496,4422.18320087293,4859.64896845727,182.494922517068,200.548286146014
